"Keszitette","Helyszin","Datum","Felvetel.kezdete","Felvetel.tartalma","Mennyi","Felvetel.vege","Start","Stop","Felvetel.tartalma2","Felvetel.tartalma3","ErkIdo","TavIdo","Tart","abs.time","Datetime.kezdete","Datetime.vege"
"R1","Site_1",2016-02-17,"17:01:09","Vulpes vulpes",2,"17:59:54",2016-01-30,2016-02-18,"Vulpes vulpes","Vulpes vulpes",61269,64794,3525,35658069,2016-02-17 17:01:09,2016-02-17 17:59:54
"R1","Site_1",2016-02-23,"16:11:29","MV",1,"16:11:33",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",58289,58293,4,36173489,2016-02-23 16:11:29,2016-02-23 16:11:33
"R1","Site_1",2016-02-25,"11:45:46","Vulpes vulpes",1,"11:47:13",2016-02-18,2016-03-20,"Vulpes vulpes","Vulpes vulpes",42346,42433,87,36330346,2016-02-25 11:45:46,2016-02-25 11:47:13
"R1","Site_1",2016-03-07,"14:44:33","hiker",1,"14:44:36",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",53073,53076,3,37291473,2016-03-07 14:44:33,2016-03-07 14:44:36
"R1","Site_1",2016-03-08,"11:12:53","MV",1,"11:18:48",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",40373,40728,355,37365173,2016-03-08 11:12:53,2016-03-08 11:18:48
"R1","Site_1",2016-03-14,"10:16:52","hiker",2,"10:17:02",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",37012,37022,10,37880212,2016-03-14 10:16:52,2016-03-14 10:17:02
"R1","Site_1",2016-03-17,"11:47:20","MV",1,"11:47:24",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",42440,42444,4,38144840,2016-03-17 11:47:20,2016-03-17 11:47:24
"R1","Site_1",2016-03-18,"15:32:19","Vulpes vulpes",1,"15:32:22",2016-02-18,2016-03-20,"Vulpes vulpes","Vulpes vulpes",55939,55942,3,38244739,2016-03-18 15:32:19,2016-03-18 15:32:22
"R1","Site_1",2016-03-19,"9:59:55","hiker",1,"10:00:04",2016-02-18,2016-03-20,"emberi zavarás","emberi zavarás",35995,36004,9,38311195,2016-03-19 09:59:55,2016-03-19 10:00:04
"R1","Site_1",2016-03-21,"8:59:04","MV",1,"8:59:14",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",32344,32354,10,38480344,2016-03-21 08:59:04,2016-03-21 08:59:14
"R1","Site_1",2016-03-21,"17:38:57","MV",1,"17:39:08",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",63537,63548,11,38511537,2016-03-21 17:38:57,2016-03-21 17:39:08
"R1","Site_1",2016-03-21,"18:02:47","Cervus elaphus",2,"18:03:11",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",64967,64991,24,38512967,2016-03-21 18:02:47,2016-03-21 18:03:11
"R1","Site_1",2016-03-23,"16:21:32","hiker",1,"16:24:54",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",58892,59094,202,38679692,2016-03-23 16:21:32,2016-03-23 16:24:54
"R1","Site_1",2016-03-24,"16:07:14","hiker",1,"16:07:24",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",58034,58044,10,38765234,2016-03-24 16:07:14,2016-03-24 16:07:24
"R1","Site_1",2016-03-27,"8:33:39","Capreolus capreolus",2,"8:33:50",2016-03-20,2016-04-14,"Capreolus capreolus","nagyvad",30819,30830,11,38997219,2016-03-27 08:33:39,2016-03-27 08:33:50
"R1","Site_1",2016-03-28,"11:53:12","Cervus elaphus",7,"14:56:33",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",42792,53793,11001,39095592,2016-03-28 11:53:12,2016-03-28 14:56:33
"R1","Site_1",2016-03-29,"18:16:41","Cervus elaphus",2,"18:16:47",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",65801,65807,6,39205001,2016-03-29 18:16:41,2016-03-29 18:16:47
"R1","Site_1",2016-04-01,"5:24:40","Canis lupus",1,"5:24:44",2016-03-20,2016-04-14,"Canis lupus","Canis lupus",19480,19484,4,39417880,2016-04-01 05:24:40,2016-04-01 05:24:44
"R1","Site_1",2016-04-03,"7:08:57","hiker",1,"7:12:49",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",25737,25969,232,39596937,2016-04-03 07:08:57,2016-04-03 07:12:49
"R1","Site_1",2016-04-04,"20:49:11","Capreolus capreolus",1,"20:49:22",2016-03-20,2016-04-14,"Capreolus capreolus","nagyvad",74951,74962,11,39732551,2016-04-04 20:49:11,2016-04-04 20:49:22
"R1","Site_1",2016-04-05,"11:19:55","MV",1,"11:20:07",2016-03-20,2016-04-14,"emberi zavarás","emberi zavarás",40795,40807,12,39784795,2016-04-05 11:19:55,2016-04-05 11:20:07
"R1","Site_1",2016-04-07,"8:23:09","Cervus elaphus",1,"8:23:18",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",30189,30198,9,39946989,2016-04-07 08:23:09,2016-04-07 08:23:18
"R1","Site_1",2016-04-10,"11:27:04","Cervus elaphus",1,"11:27:14",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",41224,41234,10,40217224,2016-04-10 11:27:04,2016-04-10 11:27:14
"R1","Site_1",2016-04-13,"13:52:40","Cervus elaphus",4,"13:53:03",2016-03-20,2016-04-14,"Cervus elaphus","nagyvad",49960,49983,23,40485160,2016-04-13 13:52:40,2016-04-13 13:53:03
"R1","Site_1",2016-04-15,"6:55:10","Capreolus capreolus",2,"6:55:15",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",24910,24915,5,40632910,2016-04-15 06:55:10,2016-04-15 06:55:15
"R1","Site_1",2016-04-17,"12:14:33","hiker",1,"12:14:37",2016-04-14,2016-05-11,"emberi zavarás","emberi zavarás",44073,44077,4,40824873,2016-04-17 12:14:33,2016-04-17 12:14:37
"R1","Site_1",2016-04-18,"14:07:40","MV",1,"14:07:46",2016-04-14,2016-05-11,"emberi zavarás","emberi zavarás",50860,50866,6,40918060,2016-04-18 14:07:40,2016-04-18 14:07:46
"R1","Site_1",2016-04-22,"12:29:57","Capreolus capreolus",1,"12:30:01",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",44997,45001,4,41257797,2016-04-22 12:29:57,2016-04-22 12:30:01
"R1","Site_1",2016-04-22,"17:24:24","Cervus elaphus",1,"17:24:35",2016-04-14,2016-05-11,"Cervus elaphus","nagyvad",62664,62675,11,41275464,2016-04-22 17:24:24,2016-04-22 17:24:35
"R1","Site_1",2016-04-24,"7:56:43","Cervus elaphus",1,"7:56:50",2016-04-14,2016-05-11,"Cervus elaphus","nagyvad",28603,28610,7,41414203,2016-04-24 07:56:43,2016-04-24 07:56:50
"R1","Site_1",2016-04-25,"15:17:48","Capreolus capreolus",1,"15:17:54",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",55068,55074,6,41527068,2016-04-25 15:17:48,2016-04-25 15:17:54
"R1","Site_1",2016-04-27,"8:18:35","MV",5,"8:18:41",2016-04-14,2016-05-11,"emberi zavarás","emberi zavarás",29915,29921,6,41674715,2016-04-27 08:18:35,2016-04-27 08:18:41
"R1","Site_1",2016-04-29,"15:46:21","Capreolus capreolus",1,"15:46:26",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",56781,56786,5,41874381,2016-04-29 15:46:21,2016-04-29 15:46:26
"R1","Site_1",2016-04-30,"6:56:52","Cervus elaphus",1,"6:57:02",2016-04-14,2016-05-11,"Cervus elaphus","nagyvad",25012,25022,10,41929012,2016-04-30 06:56:52,2016-04-30 06:57:02
"R1","Site_1",2016-05-02,"9:42:18","Capreolus capreolus",1,"9:42:22",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",34938,34942,4,42111738,2016-05-02 09:42:18,2016-05-02 09:42:22
"R1","Site_1",2016-05-02,"12:29:23","Cervus elaphus",2,"12:52:16",2016-04-14,2016-05-11,"Cervus elaphus","nagyvad",44963,46336,1373,42121763,2016-05-02 12:29:23,2016-05-02 12:52:16
"R1","Site_1",2016-05-03,"4:33:30","Capreolus capreolus",2,"4:43:51",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",16410,17031,621,42179610,2016-05-03 04:33:30,2016-05-03 04:43:51
"R1","Site_1",2016-05-03,"19:17:35","Canis lupus",1,"19:19:27",2016-04-14,2016-05-11,"Canis lupus","Canis lupus",69455,69567,112,42232655,2016-05-03 19:17:35,2016-05-03 19:19:27
"R1","Site_1",2016-05-05,"11:02:58","MV",1,"11:03:02",2016-04-14,2016-05-11,"emberi zavarás","emberi zavarás",39778,39782,4,42375778,2016-05-05 11:02:58,2016-05-05 11:03:02
"R1","Site_1",2016-05-06,"3:13:54","Capreolus capreolus",1,"3:14:07",2016-04-14,2016-05-11,"Capreolus capreolus","nagyvad",11634,11647,13,42434034,2016-05-06 03:13:54,2016-05-06 03:14:07
"R1","Site_1",2016-05-08,"3:35:08","Sus scrofa",2,"3:35:20",2016-04-14,2016-05-11,"Sus scrofa","nagyvad",12908,12920,12,42608108,2016-05-08 03:35:08,2016-05-08 03:35:20
"R1","Site_1",2016-05-08,"7:22:23","hiker",1,"7:22:28",2016-04-14,2016-05-11,"emberi zavarás","emberi zavarás",26543,26548,5,42621743,2016-05-08 07:22:23,2016-05-08 07:22:28
"R1","Site_1",2016-05-09,"19:35:20","Cervus elaphus",2,"19:37:44",2016-04-14,2016-05-11,"Cervus elaphus","nagyvad",70520,70664,144,42752120,2016-05-09 19:35:20,2016-05-09 19:37:44
"R1","Site_1",2016-05-29,"14:56:31","Capreolus capreolus",2,"14:56:49",2016-05-28,2016-07-08,"Capreolus capreolus","nagyvad",53791,53809,18,44463391,2016-05-29 14:56:31,2016-05-29 14:56:49
"R1","Site_1",2016-05-30,"12:38:07","Capreolus capreolus",1,"12:38:12",2016-05-28,2016-07-08,"Capreolus capreolus","nagyvad",45487,45492,5,44541487,2016-05-30 12:38:07,2016-05-30 12:38:12
"R1","Site_1",2016-05-30,"19:41:50","Capreolus capreolus",1,"19:41:55",2016-05-28,2016-07-08,"Capreolus capreolus","nagyvad",70910,70915,5,44566910,2016-05-30 19:41:50,2016-05-30 19:41:55
"R1","Site_1",2016-05-31,"8:49:17","MV",2,"9:31:59",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",31757,34319,2562,44614157,2016-05-31 08:49:17,2016-05-31 09:31:59
"R1","Site_1",2016-06-01,"11:13:53","MV",2,"11:46:29",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",40433,42389,1956,44709233,2016-06-01 11:13:53,2016-06-01 11:46:29
"R1","Site_1",2016-06-05,"11:02:43","MV",1,"11:02:47",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",39763,39767,4,45054163,2016-06-05 11:02:43,2016-06-05 11:02:47
"R1","Site_1",2016-06-06,"10:13:48","MV",1,"10:13:52",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",36828,36832,4,45137628,2016-06-06 10:13:48,2016-06-06 10:13:52
"R1","Site_1",2016-06-07,"9:42:58","MV",1,"9:43:02",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",34978,34982,4,45222178,2016-06-07 09:42:58,2016-06-07 09:43:02
"R1","Site_1",2016-06-07,"12:23:20","Cervus elaphus",1,"12:24:30",2016-05-28,2016-07-08,"Cervus elaphus","nagyvad",44600,44670,70,45231800,2016-06-07 12:23:20,2016-06-07 12:24:30
"R1","Site_1",2016-06-08,"20:36:23","Sus scrofa",4,"20:36:33",2016-05-28,2016-07-08,"Sus scrofa","nagyvad",74183,74193,10,45347783,2016-06-08 20:36:23,2016-06-08 20:36:33
"R1","Site_1",2016-06-09,"17:06:52","Cervus elaphus",2,"17:34:24",2016-05-28,2016-07-08,"Cervus elaphus","nagyvad",61612,63264,1652,45421612,2016-06-09 17:06:52,2016-06-09 17:34:24
"R1","Site_1",2016-06-12,"13:40:38","hiker",2,"13:40:44",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",49238,49244,6,45668438,2016-06-12 13:40:38,2016-06-12 13:40:44
"R1","Site_1",2016-06-13,"10:45:08","MV",1,"10:45:13",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",38708,38713,5,45744308,2016-06-13 10:45:08,2016-06-13 10:45:13
"R1","Site_1",2016-06-14,"10:09:32","MV",1,"10:09:37",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",36572,36577,5,45828572,2016-06-14 10:09:32,2016-06-14 10:09:37
"R1","Site_1",2016-06-14,"15:16:46","MV",1,"15:16:50",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",55006,55010,4,45847006,2016-06-14 15:16:46,2016-06-14 15:16:50
"R1","Site_1",2016-06-14,"19:47:31","Capreolus capreolus",1,"19:47:36",2016-05-28,2016-07-08,"Capreolus capreolus","nagyvad",71251,71256,5,45863251,2016-06-14 19:47:31,2016-06-14 19:47:36
"R1","Site_1",2016-06-16,"12:15:44","hiker",2,"12:39:55",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",44144,45595,1451,46008944,2016-06-16 12:15:44,2016-06-16 12:39:55
"R1","Site_1",2016-06-18,"10:05:11","hiker",1,"10:05:16",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",36311,36316,5,46173911,2016-06-18 10:05:11,2016-06-18 10:05:16
"R1","Site_1",2016-06-19,"11:15:44","hiker",1,"11:15:49",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",40544,40549,5,46264544,2016-06-19 11:15:44,2016-06-19 11:15:49
"R1","Site_1",2016-06-19,"16:02:47","hiker",1,"16:02:58",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",57767,57778,11,46281767,2016-06-19 16:02:47,2016-06-19 16:02:58
"R1","Site_1",2016-06-20,"3:54:25","Cervus elaphus",1,"3:54:40",2016-05-28,2016-07-08,"Cervus elaphus","nagyvad",14065,14080,15,46324465,2016-06-20 03:54:25,2016-06-20 03:54:40
"R1","Site_1",2016-06-20,"14:23:16","hiker",1,"14:23:20",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",51796,51800,4,46362196,2016-06-20 14:23:16,2016-06-20 14:23:20
"R1","Site_1",2016-06-21,"11:18:53","MV",1,"11:18:58",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",40733,40738,5,46437533,2016-06-21 11:18:53,2016-06-21 11:18:58
"R1","Site_1",2016-06-22,"22:11:05","Sus scrofa",2,"22:14:20",2016-05-28,2016-07-08,"Sus scrofa","nagyvad",79865,80060,195,46563065,2016-06-22 22:11:05,2016-06-22 22:14:20
"R1","Site_1",2016-06-25,"7:18:54","hiker",1,"7:19:00",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",26334,26340,6,46768734,2016-06-25 07:18:54,2016-06-25 07:19:00
"R1","Site_1",2016-06-28,"12:39:26","MV",5,"12:40:11",2016-05-28,2016-07-08,"emberi zavarás","emberi zavarás",45566,45611,45,47047166,2016-06-28 12:39:26,2016-06-28 12:40:11
"R1","Site_1",2016-07-01,"19:02:10","rider",1,"19:02:15",2016-05-28,2016-07-08,"bicikli/lovas","bicikli/lovas",68530,68535,5,47329330,2016-07-01 19:02:10,2016-07-01 19:02:15
"R1","Site_1",2016-07-02,"23:11:21","Sus scrofa",4,"23:33:31",2016-05-28,2016-07-08,"Sus scrofa","nagyvad",83481,84811,1330,47430681,2016-07-02 23:11:21,2016-07-02 23:33:31
"R1","Site_2",2016-05-02,"2:41:34","Vulpes vulpes",1,"2:41:44",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",9694,9704,10,42086494,2016-05-02 02:41:34,2016-05-02 02:41:44
"R1","Site_2",2016-05-02,"5:31:57","Capreolus capreolus",2,"5:32:07",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",19917,19927,10,42096717,2016-05-02 05:31:57,2016-05-02 05:32:07
"R1","Site_2",2016-05-03,"2:20:50","Capreolus capreolus",1,"2:21:01",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",8450,8461,11,42171650,2016-05-03 02:20:50,2016-05-03 02:21:01
"R1","Site_2",2016-05-03,"19:57:42","Capreolus capreolus",1,"19:58:04",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",71862,71884,22,42235062,2016-05-03 19:57:42,2016-05-03 19:58:04
"R1","Site_2",2016-05-04,"4:11:58","Canis lupus",2,"4:12:23",2016-05-01,2016-05-28,"Canis lupus","Canis lupus",15118,15143,25,42264718,2016-05-04 04:11:58,2016-05-04 04:12:23
"R1","Site_2",2016-05-04,"21:19:09","Vulpes vulpes",1,"21:19:26",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",76749,76766,17,42326349,2016-05-04 21:19:09,2016-05-04 21:19:26
"R1","Site_2",2016-05-05,"10:30:35","MV",1,"10:32:18",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",37835,37938,103,42373835,2016-05-05 10:30:35,2016-05-05 10:32:18
"R1","Site_2",2016-05-05,"20:46:01","Capreolus capreolus",1,"20:46:17",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",74761,74777,16,42410761,2016-05-05 20:46:01,2016-05-05 20:46:17
"R1","Site_2",2016-05-05,"23:17:17","Capreolus capreolus",1,"23:17:30",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",83837,83850,13,42419837,2016-05-05 23:17:17,2016-05-05 23:17:30
"R1","Site_2",2016-05-07,"11:20:20","rider",1,"13:21:46",2016-05-01,2016-05-28,"bicikli/lovas","bicikli/lovas",40820,48106,7286,42549620,2016-05-07 11:20:20,2016-05-07 13:21:46
"R1","Site_2",2016-05-08,"4:01:12","Capreolus capreolus",1,"4:01:24",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",14472,14484,12,42609672,2016-05-08 04:01:12,2016-05-08 04:01:24
"R1","Site_2",2016-05-08,"5:41:07","Capreolus capreolus",1,"5:41:32",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",20467,20492,25,42615667,2016-05-08 05:41:07,2016-05-08 05:41:32
"R1","Site_2",2016-05-08,"21:16:32","Capreolus capreolus",1,"21:16:43",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",76592,76603,11,42671792,2016-05-08 21:16:32,2016-05-08 21:16:43
"R1","Site_2",2016-05-08,"23:24:01","Capreolus capreolus",1,"23:24:16",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",84241,84256,15,42679441,2016-05-08 23:24:01,2016-05-08 23:24:16
"R1","Site_2",2016-05-09,"8:27:09","hiker",1,"8:27:20",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",30429,30440,11,42712029,2016-05-09 08:27:09,2016-05-09 08:27:20
"R1","Site_2",2016-05-09,"11:57:59","MV",1,"11:58:09",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",43079,43089,10,42724679,2016-05-09 11:57:59,2016-05-09 11:58:09
"R1","Site_2",2016-05-09,"13:07:27","MV",1,"13:07:37",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",47247,47257,10,42728847,2016-05-09 13:07:27,2016-05-09 13:07:37
"R1","Site_2",2016-05-11,"5:46:52","Capreolus capreolus",1,"5:50:26",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",20812,21026,214,42875212,2016-05-11 05:46:52,2016-05-11 05:50:26
"R1","Site_2",2016-05-12,"2:34:07","Capreolus capreolus",1,"2:34:18",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",9247,9258,11,42950047,2016-05-12 02:34:07,2016-05-12 02:34:18
"R1","Site_2",2016-05-12,"10:27:48","MV",1,"10:27:59",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",37668,37679,11,42978468,2016-05-12 10:27:48,2016-05-12 10:27:59
"R1","Site_2",2016-05-13,"0:30:35","Vulpes vulpes",1,"0:30:41",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",1835,1841,6,43029035,2016-05-13 00:30:35,2016-05-13 00:30:41
"R1","Site_2",2016-05-13,"13:17:01","MV",1,"13:17:13",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",47821,47833,12,43075021,2016-05-13 13:17:01,2016-05-13 13:17:13
"R1","Site_2",2016-05-14,"12:57:25","hiker",2,"12:57:37",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",46645,46657,12,43160245,2016-05-14 12:57:25,2016-05-14 12:57:37
"R1","Site_2",2016-05-15,"14:01:46","hiker",2,"14:48:12",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",50506,53292,2786,43250506,2016-05-15 14:01:46,2016-05-15 14:48:12
"R1","Site_2",2016-05-15,"23:00:26","Capreolus capreolus",1,"23:00:37",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",82826,82837,11,43282826,2016-05-15 23:00:26,2016-05-15 23:00:37
"R1","Site_2",2016-05-17,"7:51:11","MV",1,"7:51:22",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",28271,28282,11,43401071,2016-05-17 07:51:11,2016-05-17 07:51:22
"R1","Site_2",2016-05-17,"19:59:28","Capreolus capreolus",2,"20:00:24",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",71968,72024,56,43444768,2016-05-17 19:59:28,2016-05-17 20:00:24
"R1","Site_2",2016-05-17,"21:08:36","Capreolus capreolus",1,"21:08:44",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",76116,76124,8,43448916,2016-05-17 21:08:36,2016-05-17 21:08:44
"R1","Site_2",2016-05-17,"23:35:57","Capreolus capreolus",1,"23:36:09",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",84957,84969,12,43457757,2016-05-17 23:35:57,2016-05-17 23:36:09
"R1","Site_2",2016-05-18,"0:35:17","Vulpes vulpes",1,"0:35:32",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",2117,2132,15,43461317,2016-05-18 00:35:17,2016-05-18 00:35:32
"R1","Site_2",2016-05-18,"7:27:41","MV",1,"7:27:52",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",26861,26872,11,43486061,2016-05-18 07:27:41,2016-05-18 07:27:52
"R1","Site_2",2016-05-18,"21:11:22","Cervus elaphus",1,"21:11:32",2016-05-01,2016-05-28,"Cervus elaphus","nagyvad",76282,76292,10,43535482,2016-05-18 21:11:22,2016-05-18 21:11:32
"R1","Site_2",2016-05-19,"7:42:16","MV",3,"8:38:29",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",27736,31109,3373,43573336,2016-05-19 07:42:16,2016-05-19 08:38:29
"R1","Site_2",2016-05-19,"13:46:51","hiker",2,"13:47:07",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",49611,49627,16,43595211,2016-05-19 13:46:51,2016-05-19 13:47:07
"R1","Site_2",2016-05-19,"15:33:19","hiker",1,"15:33:30",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",55999,56010,11,43601599,2016-05-19 15:33:19,2016-05-19 15:33:30
"R1","Site_2",2016-05-19,"21:19:05","Capreolus capreolus",1,"21:19:17",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",76745,76757,12,43622345,2016-05-19 21:19:05,2016-05-19 21:19:17
"R1","Site_2",2016-05-20,"7:16:02","MV",1,"7:16:13",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",26162,26173,11,43658162,2016-05-20 07:16:02,2016-05-20 07:16:13
"R1","Site_2",2016-05-20,"20:05:06","Capreolus capreolus",1,"20:05:13",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",72306,72313,7,43704306,2016-05-20 20:05:06,2016-05-20 20:05:13
"R1","Site_2",2016-05-21,"0:44:59","Capreolus capreolus",2,"0:45:44",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",2699,2744,45,43721099,2016-05-21 00:44:59,2016-05-21 00:45:44
"R1","Site_2",2016-05-21,"3:31:50","Capreolus capreolus",1,"3:33:37",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",12710,12817,107,43731110,2016-05-21 03:31:50,2016-05-21 03:33:37
"R1","Site_2",2016-05-21,"20:29:34","Capreolus capreolus",1,"20:29:47",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",73774,73787,13,43792174,2016-05-21 20:29:34,2016-05-21 20:29:47
"R1","Site_2",2016-05-21,"22:09:48","Capreolus capreolus",1,"22:10:02",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",79788,79802,14,43798188,2016-05-21 22:09:48,2016-05-21 22:10:02
"R1","Site_2",2016-05-22,"3:20:05","Capreolus capreolus",1,"3:20:16",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",12005,12016,11,43816805,2016-05-22 03:20:05,2016-05-22 03:20:16
"R1","Site_2",2016-05-22,"13:11:56","hiker",2,"13:19:54",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",47516,47994,478,43852316,2016-05-22 13:11:56,2016-05-22 13:19:54
"R1","Site_2",2016-05-24,"0:19:45","Capreolus capreolus",1,"0:19:55",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",1185,1195,10,43978785,2016-05-24 00:19:45,2016-05-24 00:19:55
"R1","Site_2",2016-05-25,"8:05:53","MV",1,"8:06:03",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",29153,29163,10,44093153,2016-05-25 08:05:53,2016-05-25 08:06:03
"R1","Site_2",2016-05-25,"10:31:07","MV",1,"10:31:19",2016-05-01,2016-05-28,"emberi zavarás","emberi zavarás",37867,37879,12,44101867,2016-05-25 10:31:07,2016-05-25 10:31:19
"R1","Site_2",2016-05-25,"23:34:10","Vulpes vulpes",1,"23:34:12",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",84850,84852,2,44148850,2016-05-25 23:34:10,2016-05-25 23:34:12
"R1","Site_2",2016-05-26,"0:44:40","Vulpes vulpes",1,"0:44:44",2016-05-01,2016-05-28,"Vulpes vulpes","Vulpes vulpes",2680,2684,4,44153080,2016-05-26 00:44:40,2016-05-26 00:44:44
"R1","Site_2",2016-05-26,"20:49:50","Capreolus capreolus",1,"20:51:58",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",74990,75118,128,44225390,2016-05-26 20:49:50,2016-05-26 20:51:58
"R1","Site_2",2016-05-27,"9:44:52","Capreolus capreolus",1,"9:45:03",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",35092,35103,11,44271892,2016-05-27 09:44:52,2016-05-27 09:45:03
"R1","Site_2",2016-05-27,"12:26:32","Capreolus capreolus",1,"12:26:44",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",44792,44804,12,44281592,2016-05-27 12:26:32,2016-05-27 12:26:44
"R1","Site_2",2016-05-27,"17:06:17","Capreolus capreolus",1,"17:06:29",2016-05-01,2016-05-28,"Capreolus capreolus","nagyvad",61577,61589,12,44298377,2016-05-27 17:06:17,2016-05-27 17:06:29
"R1","Site_2",2016-05-29,"0:08:16","Vulpes vulpes",1,"0:08:29",2016-05-28,2016-07-08,"Vulpes vulpes","Vulpes vulpes",496,509,13,44410096,2016-05-29 00:08:16,2016-05-29 00:08:29
